zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
66762,.16196246,.029259643,.005467711,.0042855032,234.2197,.27027026,.1724138,.1969697,.013743165,.24731183
66763,.10258418,.018794049,.0015661707,0,188.0625,0,,.16666667,.025841817,.090909094
66767,.088235296,,,,,,,,0,
66769,.5,.5,0,.5,300,,0,0,0,
66770,.13731343,.014925373,.0029850747,0,478.20001,1,,.40000001,.0089552235,.33333334
66771,.14814815,.027777778,0,0,140.33333,,,0,0,
66772,0,.027027028,0,0,654,,,0,0,
66773,.079999998,.079999998,0,0,90,,,0,0,
66775,0,,,,,,,,0,
66776,.20895523,.044776119,0,.014925373,187.66667,,0,.33333334,.014925373,0
66777,.13513513,,,,,,,,0,
66778,1,.5,.5,0,221,1,,1,0,
66779,.022222223,.014814815,.0074074073,0,338.5,0,,0,0,
66780,.0052631581,,,,,,,,0,
66781,.09375,,,,,,,,0,
66783,.036297642,.0036297641,.001814882,0,15.5,1,,.5,.0036297641,.5
66801,.19235989,.033934459,.0023269344,.0069808029,232.46857,.41666666,.19444445,.24571429,.014349428,.25675675
66830,.016891891,.0033783785,0,0,1675,,,1,.0033783785,0
66833,.09375,.03125,0,0,256,,,0,.03125,0
66834,.2,,,,,,,,0,
66835,.33333334,,,,,,,,0,
66838,.14285715,.14285715,.14285715,0,149,0,,0,.14285715,0
66839,.13120568,.017730497,.0070921984,0,293.20001,0,,.60000002,.017730497,0
66840,0,,,,,,,,0,
66842,.083969466,.015267176,.0076335878,0,204,0,,0,.022900764,0
66843,.013157895,.0032894737,0,0,168,,,0,0,
66845,.069230773,.011538462,0,0,197.66667,,,1,0,
66846,.2265625,.03125,.0078125,0,219.25,0,,.25,.0078125,0
66849,.71428573,,,,,,,,0,
66850,.16666667,,,,,,,,0,
66851,.024643321,.0012970169,0,0,43,,,1,.0012970169,1
66852,.125,,,,,,,,0,
66853,.083333336,,,,,,,,0,
66854,0,,,,,,,,0,
66856,.042596348,.010141988,.0060851928,0,375.39999,0,,.2,.004056795,0
66857,.033333335,.011111111,0,0,410,,,0,0,
66858,.1754386,.01754386,0,0,43,,,0,.01754386,0
66859,0,,,,,,,,0,
66860,.098492466,.0090452265,0,0,308.44446,,,.11111111,.010050251,0
66861,.13151364,.0099255582,0,0,202,,,.25,.0074441689,0
66862,.046783626,.023391813,.0029239766,.0029239766,424.5,1,0,.125,.0087719299,0
66864,.11111111,,,,,,,,0,
66865,.17142858,.01904762,.0095238099,0,122,1,,.5,.0095238099,1
66866,.40909091,.045454547,0,0,26,,,1,0,
66868,.083333336,,,,,,,,0,
66869,.12844037,.073394492,0,0,187.125,,,.125,.036697246,.5
66870,.125,,,,,,,,0,
66871,.14606741,,,,,,,,.011235955,0
66872,.125,,,,,,,,0,
66873,.047619049,,,,,,,,0,
66901,.134,.035999998,.0049999999,.0049999999,291.41666,.80000001,0,.25,.012,.41666666
66930,0,,,,,,,,0,
66932,.5,,,,,,,,0,
66933,0,,,,,,,,0,
66935,.20710059,.023668639,0,0,98.75,,,.25,.01183432,0
66936,.44055945,.020979021,0,0,1,,,.66666669,.0069930069,0
66937,.17391305,,,,,,,,0,
66938,.14285715,.027950311,.0093167704,0,243,.33333334,,.11111111,.018633541,0
66939,.35294119,.11764706,.11764706,0,137.5,0,,0,.05882353,1
66940,0,,,,,,,,0,
66941,.13207547,.1273585,.089622639,0,62.888889,.052631579,,.14814815,0,
66942,0,,,,,,,,0,
66943,.1388889,,,,,,,,.027777778,0
66944,.125,,,,,,,,0,
66945,.2173913,,,,,,,,.043478262,0
66946,.19047619,,,,,,,,.047619049,0
66948,0,,,,,,,,0,
66949,.084905662,.018867925,0,.0094339624,278,,1,.5,.0094339624,0
66951,.05882353,.019607844,.019607844,0,189,0,,0,0,
66952,.037037037,.037037037,0,0,377,,,0,0,
66953,.25,,,,,,,,.0625,0
66955,0,,,,,,,,0,
66956,.088397793,.049723756,.011049724,.011049724,358.66666,.5,0,.22222222,.022099448,0
66958,.07692308,.03846154,0,0,231,,,0,.03846154,0
66959,.10084034,,,,,,,,0,
66960,0,,,,,,,,0,
66961,0,,,,,,,,0,
66962,.10416666,.041666668,.020833334,.020833334,374,1,0,.5,0,
66963,.14285715,,,,,,,,0,
66964,0,,,,,,,,0,
66966,.10526316,.03508772,0,0,294,,,0,0,
66967,.10344828,.034482758,0,0,143.5,,,0,.011494253,0
66968,.13321167,.018248174,.003649635,0,145.8,0,,.2,.01459854,.375
66970,.032258064,,,,,,,,0,
67001,.16591929,.0044843052,0,.0044843052,300,,0,0,.0044843052,0
67002,.20185335,.033037871,.0064464142,.0036261079,221.91357,.0625,.11111111,.19512194,.017324738,.1627907
67003,.092920355,.022123894,0,.0088495575,309.20001,,.5,.40000001,.0044247787,0
67004,.11111111,,,,,,,,0,
67005,.22966163,.032397408,.0025197985,.00035997119,249.60001,.2857143,1,.18888889,.014398848,.175
67008,.14285715,.14285715,0,0,527,,,0,0,
67009,.10695187,.053475935,.0053475937,.0053475937,153.5,0,0,.30000001,.026737968,.2
67010,.12327044,.02851153,.0033542977,.002096436,289.01471,.25,0,.16176471,.014255765,.14705883
67013,.13378684,.01814059,.0022675737,.0022675737,326.125,0,0,.25,.015873017,.14285715
67016,.0625,,,,,,,,0,
67017,.13333334,.021428572,.0023809525,.0023809525,262.77777,.5,.5,.22222222,.013095238,.27272728
67018,0,,,,,,,,0,
67019,.13636364,,,,,,,,0,
67020,.34210527,.01754386,0,0,256.5,,,0,.02631579,0
67021,.18181819,.18181819,.045454547,0,279.25,1,,.5,.045454547,0
67022,.027777778,.0092592593,.0030864198,0,178,0,,0,.0092592593,0
67023,0,,,,,,,,0,
67024,.25,.125,.0625,0,477.5,0,,0,.0625,0
67025,.24744377,.024539877,.0020449897,.0040899795,511,0,0,.16666667,.059304703,.34482759
67026,.13138686,.017518248,.0043795621,0,364.72726,.66666669,,.16666667,.016058395,.27272728
67028,.16666667,,,,,,,,0,
67029,.17272727,.0090909088,0,0,237,,,1,.018181818,0
67030,.23463687,.039106146,.016759777,0,255.57143,0,,0,.016759777,.33333334
67031,.12785389,.0091324197,0,.0045662099,325,,0,0,.0045662099,0
67035,.10869565,,,,,,,,.043478262,0
67036,.07692308,,,,,,,,.07692308,0
67037,.16259491,.039451964,.0052822712,.0075932653,263.81091,.21875,.065217391,.14225942,.015516672,.21276596
67038,.090909094,,,,,,,,0,
67039,.12267658,.011152416,0,.0037174721,213.66667,,0,0,.0037174721,0
67042,.15446576,.040274817,.0049751243,.0030798388,226.48824,.14285715,.30769232,.2,.011845535,.1
67045,.14396887,.046692606,.0038910506,.0077821012,245.08333,1,.5,.41666666,.0077821012,1
67047,.25,.1,0,0,117.5,,,.5,0,
67049,0,,,,,,,,0,
67050,.26890758,.084033616,.0084033618,0,333.79999,0,,.40000001,.05882353,.2857143
67051,.5,,,,,,,,.5,.80000001
67052,.17198178,.034168564,.0096810935,.0028473805,309.375,.23529412,.2,.18333334,.014236902,.36000001
67053,.15384616,,,,,,,,0,
67054,.11004785,.019138755,.0047846888,0,339,0,,.25,.0047846888,0
67056,.17687075,.027210884,0,.0068027209,255.0625,,0,.125,.05102041,.53333336
67057,.25,.25,0,0,43,,,0,.25,0
67058,.073298432,.020942409,0,0,315.25,,,.75,.0052356021,0
67059,.072527476,.032967035,.021978023,0,134.33333,.2,,.2,.015384615,.14285715
67060,.13275687,.028992878,.0066124108,.004069176,248.61403,.15384616,0,.10526316,.020854527,.19512194
67061,0,,,,,,,,0,
67062,.12548016,.028169014,.0064020487,.0025608195,295.22726,.2,.5,.27272728,.017925736,.14285715
67063,.17521368,.010683761,.0021367522,0,379.20001,0,,.40000001,.017094018,.25
67065,.5,.5,0,0,2,,,1,0,
67066,.16,.079999998,0,0,203.5,,,.5,0,
67067,.11607143,.017857144,.0044642859,0,382.25,1,,.25,.0044642859,1
67068,.15015975,.028753994,.0063897762,0,247.22223,0,,.22222222,.0031948881,0
67070,.23529412,,,,,,,,.019607844,0
67071,0,,,,,,,,0,
67072,.33333334,,,,,,,,0,
67073,.1,,,,,,,,0,
67074,.12883435,.036809817,.018404908,0,197.5,.33333334,,.33333334,.012269938,0
67101,.21203831,.20109439,.17783858,.008207934,367.95239,.2,.33333334,.21088435,.010943913,.25
67102,0,,,,,,,,0,
67103,.16666667,,,,,,,,.16666667,0
67104,.17073171,.048780486,.012195121,0,249.75,0,,.25,0,
67105,0,,,,,,,,0,
67106,1,,,,,,,,0,
67107,.2020202,.047138046,.0067340066,.0033670033,209.35715,1,1,.2857143,.01010101,0
67108,.15384616,.054945055,0,0,319,,,.2,.043956045,.25
67109,.11428571,.0071428572,0,0,1,,,0,0,
67110,.23448277,.061083745,.014778325,.0039408868,205.85246,.53333336,.25,.38709676,.010837439,.36363637
67111,.33333334,,,,,,,,0,
67112,.25,,,,,,,,0,
67114,.15319549,.031954888,.0028195488,.0018796993,253.26471,0,.25,.22058824,.011278195,.25
67117,.23404256,.021276595,.0070921984,0,49.333332,0,,.66666669,.014184397,0
67118,.30769232,.051282052,0,0,361.5,,,1,0,
67119,.10447761,.014925373,0,0,150,,,0,.014925373,1
67120,.2538071,.035532996,.010152284,0,222.5,0,,.14285715,.030456852,.16666667
67122,.27272728,.090909094,0,0,1,,,0,0,
67123,.26831982,.017485296,.0038149739,.0011127007,272.89999,.45833334,.14285715,.39090911,.0069941184,.34090909
67124,.10683425,.033778477,.0047132759,.0047132759,303.11627,.16666667,0,.20930232,.0086410055,.090909094
67127,.068965517,,,,,,,,.034482758,0
67131,.40000001,,,,,,,,.2,0
67132,.25,,,,,,,,.375,0
67133,.1509434,.028301887,.0023584906,.0023584906,198.33333,0,0,.16666667,.011792453,.1
67134,0,,,,,,,,0,
67135,.15857606,.025889968,.0032362461,.0032362461,263.625,0,1,.25,.019417476,0
67137,.11111111,.055555556,0,0,39,,,0,0,
67138,.25373134,.014925373,0,0,299,,,0,0,
67140,.075949363,.018987341,.0063291141,0,53.666668,0,,.33333334,.0063291141,0
67142,.05882353,,,,,,,,0,
67143,.016949153,,,,,,,,0,
67144,.17597765,.022346368,.002793296,0,357,0,,.125,.011173184,.25
67146,.2647059,.029411765,0,.029411765,300,,0,0,.088235296,.33333334
67147,.15797208,.022042615,.0066127847,.00073475385,262.10001,.33333334,0,.2,.013225569,.16666667
67149,.1,.02,0,.02,300,,0,0,.02,1
67150,0,,,,,,,,0,
67151,.4375,,,,,,,,.0625,0
67152,.1601695,.033050846,.0042372881,.0042372881,294.60526,0,.2,.1025641,.021186441,.12
67154,.3137255,.098039217,.019607844,0,141.60001,0,,.60000002,.05882353,0
67155,0,,,,,,,,0,
67156,.25559106,.053780619,.0058572949,.0015974441,385.01486,.090909094,0,.21782178,.13525027,.81496066
67159,0,,,,,,,,0,
67202,.28532279,.061205845,.0094397077,.00076126674,182.21001,.43548387,.80000001,.35323384,.015682096,.26213592
67203,.1742835,.049186677,.0094887679,.0030983733,213.73936,.2857143,.25,.2992126,.016653758,.20930232
67204,.16110425,.034198601,.0037082818,.0028842192,218.87805,0,.14285715,.20481928,.014009065,.17647059
67205,.20414673,.069643803,.017809676,.013024987,304.3793,.14925373,.10204082,.16030534,.016746411,.25396827
67206,.23067093,.06837061,.013205538,.010436635,303.43613,.37096775,.12244898,.27725857,.013631523,.328125
67207,.14010896,.066734761,.0047667688,.02638747,243.2972,.17857143,.038709678,.084183671,.015321757,.22222222
67208,.16229746,.037280992,.005269398,.0038203136,256.85107,.2,.10344828,.19434629,.01146094,.29885057
67209,.14808007,.039828431,.004901961,.0073529412,238.33041,.25,.1388889,.18461539,.013071896,.296875
67210,.12854847,.028387789,.0026780933,.004284949,308.85849,0,.125,.11320755,.0048205676,.22222222
67211,.1746445,.047466453,.0048067295,.0028039254,160.56329,.29166666,0,.3206751,.012617664,.26984128
67212,.17059748,.05110063,.0068134172,.0085167717,222.1599,.26923078,.046153847,.1974359,.018867925,.29166666
67213,.15559922,.033988211,.0047151279,.0031434186,239.71387,.125,0,.20809248,.01453831,.13513513
67214,.22161399,.052445699,.0019424333,.003531697,388.75507,.27272728,.050000001,.30303031,.0084760729,.1875
67215,.14822134,.031620555,.0039525693,.0039525693,247.6875,.25,.25,.1875,.015810277,.3125
67216,.15723732,.012858192,.0018368847,.0014695077,277.97144,.06666667,.083333336,.095238097,.0075924564,.22580644
67217,.10829706,.033504814,.0068592536,.0063316184,316.03348,.1923077,.0625,.14173229,.010684607,.19753087
67218,.15266559,.044426493,.0096930536,.0026925148,242.95758,.33333334,.1,.27878788,.016693592,.19354838
67219,.11883182,.026183283,.0060422961,.0025176234,215.46153,.25,.2,.21153846,.014602216,.13793103
67220,.153722,.024611659,.0034294936,.0016138793,222.81557,.35294119,.25,.20491803,.0064555174,.1875
67221,.13207547,.0094339624,.0094339624,0,313,0,,0,.047169812,.60000002
67223,.16065574,.019672131,.0032786885,.0098360656,352.16666,0,0,0,.016393442,.60000002
67226,.18775956,.0568306,.0054644807,.018360656,304.14078,.2,.11904762,.17692308,.019453552,.19101124
67227,.1923077,.03846154,0,.03846154,300,,1,1,.03846154,0
67228,.21118012,.031055901,0,.0062111802,233.60001,,0,0,.031055901,.2
67230,.20741223,.028608583,.0058517554,.0026007802,257.79614,.33333334,0,.22727273,.022756826,.2
67232,.083333336,,,,,,,,0,
67235,.17800634,.030063292,.0087025315,.0023734176,271.5658,.27272728,0,.23684211,.022151899,.21428572
67260,.336,.035999998,.0040000002,0,213.33333,0,,.33333334,.052000001,.30769232
67301,.11981567,.014746544,.003686636,0,284.875,.75,,.375,.012903226,.2857143
67330,.2173913,.033816423,.0048309178,0,207.07143,1,,.42857143,.0096618356,0
67332,0,,,,,,,,0,
67333,.12235294,.016470589,.0023529411,.0023529411,299,0,0,.14285715,.0023529411,0
67335,.18215613,.01858736,0,0,306.39999,,,.40000001,.0037174721,0
67336,.096153848,,,,,,,,0,
67337,.15360983,.019457245,.0040962622,.0010240655,221.60667,.125,.25,.15789473,.020737328,.18518518
67341,.3888889,,,,,,,,.055555556,1
67342,.10204082,.020408163,0,0,201,,,0,0,
67344,.06666667,,,,,,,,0,
67345,.25,,,,,,,,0,
67346,.16666667,,,,,,,,0,
67347,0,,,,,,,,0,
67349,.047619049,.047619049,0,0,256,,,0,0,
67351,.55555558,.11111111,0,0,30,,,1,0,
67352,.40000001,,,,,,,,0,
67353,0,,,,,,,,0,
67354,.14705883,.014705882,0,0,2,,,0,0,
67355,0,,,,,,,,0,
67356,.10621762,.015544041,.010362694,0,254.83333,0,,.16666667,.010362694,0
67357,.13975903,.02369478,.0044176709,0,288.81357,.36363637,,.25423729,.01124498,.17857143
67360,.125,,,,,,,,0,
67361,.265625,.046875,0,0,190,,,.66666669,.0625,.25
67401,.17394477,.031869601,.0038924706,.004500669,225.46169,.21875,.32432431,.24045801,.016542999,.25
67410,.16782522,.034756701,.0099304868,.00099304866,231.47058,.60000002,1,.48571429,.010923536,.18181819
67416,.22499999,.1,0,0,26,,,.375,.025,0
67417,0,,,,,,,,0,
67418,0,,,,,,,,0,
67420,.11926606,.027522936,.0091743115,.0091743115,449,.5,0,.16666667,.0091743115,0
67422,.19512194,.024390243,0,0,322,,,0,.024390243,1
67423,.093023255,.023255814,0,0,405,,,0,.023255814,0
67425,.15254237,.033898305,.016949153,0,283,0,,.5,0,
67427,0,,,,,,,,0,
67428,.22222222,.037037037,0,0,43,,,0,0,
67430,.17391305,.043478262,0,0,385,,,0,0,
67431,.1952862,.090909094,.0033670033,.0033670033,227.48148,0,0,.25925925,.0067340066,.5
67432,.13449024,.021691974,.0021691974,.0021691974,216.55556,0,0,.30000001,.0086767897,.25
67436,.083333336,,,,,,,,.083333336,0
67437,.19217081,.010676157,0,0,202.66667,,,.33333334,.0035587188,0
67438,0,,,,,,,,0,
67439,.23692308,.015384615,.0061538462,0,262.20001,0,,.2,.018461538,.33333334
67441,.19108281,.019108281,0,0,378.33334,,,.33333334,.012738854,.5
67442,.083333336,.083333336,0,0,588,,,0,0,
67443,.19148937,.04255319,0,.021276595,282.5,,1,.5,.021276595,0
67444,.25,.125,0,0,135,,,0,0,
67445,.1875,.125,.0625,0,190,0,,.5,0,
67446,.10294118,.014705882,.014705882,0,149,0,,0,.014705882,0
67447,0,,,,,,,,0,
67448,.083333336,,,,,,,,.083333336,0
67449,.12290503,.011173184,.011173184,0,109.5,0,,0,0,
67450,.60000002,.1,0,0,193.5,,,1,0,
67451,.03846154,.03846154,0,0,377,,,0,0,
67452,0,,,,,,,,0,
67454,.30769232,.07692308,0,0,387,,,0,0,
67455,.11052632,.036842104,.010526316,0,191.85715,0,,.14285715,.010526316,.5
67456,.21114865,.024493244,.0033783785,.0033783785,251.58621,1,.25,.41379312,.022804054,.25925925
67457,.14634146,.048780486,0,.012195121,366.25,,0,0,0,
67458,.1923077,,,,,,,,.03846154,0
67459,.045454547,,,,,,,,0,
67460,.17225717,.03773585,.011530398,.0038434661,243.71962,.30303031,.36363637,.26851851,.020614954,.23728813
67464,.23076923,.025641026,0,.025641026,300,,0,0,.025641026,1
67466,.11111111,,,,,,,,0,
67467,.25850341,.047619049,.0068027209,.0068027209,107.71429,1,1,.5714286,.020408163,.33333334
67468,.12987013,.038961038,.012987013,0,199,0,,0,.012987013,0
67470,.19565217,.065217391,0,0,190.66667,,,0,.021739131,0
67473,.26229507,.049180329,.049180329,0,810.66669,.66666669,,.66666669,.065573767,0
67474,0,,,,,,,,0,
67476,.25,.25,0,0,143,,,0,0,
67478,0,,,,,,,,0,
67480,.24822696,.021276595,0,0,155,,,.33333334,.014184397,.5
67481,.03773585,,,,,,,,.018867925,0
67482,0,,,,,,,,0,
67483,.125,,,,,,,,0,
67484,.125,,,,,,,,.050000001,0
67485,.25641027,.051282052,0,0,194,,,0,.025641026,1
67487,.077294685,.028985508,.0048309178,.0048309178,159.33333,1,0,.16666667,.0096618356,0
67490,.22340426,.08510638,.063829787,0,148.875,.33333334,,.375,.021276595,0
67491,.17391305,.065217391,.021739131,0,247,0,,0,.043478262,.5
67492,.25,,,,,,,,0,
67501,.1545434,.034670293,.0036256516,.0033990482,205.50981,.4375,.33333334,.20915033,.014276003,.31746033
67502,.19693998,.042761866,.0019615535,.013730875,273.27982,.40000001,.22857143,.19266056,.019615535,.23999999
67505,.067307696,.01923077,.0048076925,.0048076925,175.75,0,0,0,.009615385,0
67510,.33333334,.047619049,.047619049,0,93,0,,0,.095238097,0
67511,.23809524,.047619049,0,0,420,,,1,0,
67512,.33333334,,,,,,,,0,
67513,0,,,,,,,,0,
67514,.070175439,.0087719299,0,0,546,,,1,.03508772,0
67516,0,,,,,,,,0,
67518,.5,.25,0,0,123,,,1,.25,0
67519,1,,,,,,,,0,
67520,.1,.1,0,0,143,,,0,0,
67521,.2,,,,,,,,0,
67522,.23636363,.045454547,.027272727,0,160,0,,.2,.0090909088,0
67523,.11428571,.028571429,.028571429,0,59,0,,0,0,
67524,.074074075,.037037037,0,0,233,,,1,0,
67525,.18461539,.015384615,0,0,43,,,1,.015384615,0
67526,.28048781,.024390243,0,0,45.5,,,0,0,
67529,.029411765,.05882353,0,.029411765,338.5,,0,0,0,
67530,.22573234,.031016657,.0028719127,.0022975302,224.32408,0,.125,.3425926,.0097645028,.38235295
67543,.20149253,.02238806,0,0,240.33333,,,0,.0074626864,0
67544,.19582665,.10593901,.0016051364,.0016051364,101.33334,0,0,.45454547,.0080256825,.2
67545,0,,,,,,,,0,
67546,.089189187,.013513514,0,.0027027028,150.39999,,0,.2,.0081081083,0
67547,.1192053,.019867551,.0066225166,0,179.66667,0,,0,.0099337753,0
67548,.13812155,.044198897,.0055248621,0,291.4375,0,,.125,.011049724,.5
67550,.16611843,.014802632,.0016447369,0,276.77777,0,,.33333334,.0082236845,0
67552,0,,,,,,,,0,
67553,.07692308,.07692308,0,0,143,,,0,0,
67554,.11074919,.019543974,.0032573289,0,152.66667,0,,.16666667,0,
67556,.2,,,,,,,,.2,0
67557,.1509434,.056603774,.03773585,0,243.66667,0,,.33333334,.018867925,1
67559,.25,,,,,,,,0,
67560,.12290503,.011173184,0,0,476.5,,,0,.005586592,0
67561,.073684208,.0052631581,.0052631581,0,426,1,,1,.021052632,0
67563,.33333334,.11111111,0,0,43,,,1,0,
67564,.36363637,.090909094,0,0,322,,,1,0,
67565,.34782609,.043478262,0,0,143,,,0,.043478262,0
67566,.078167118,.016172506,.008086253,0,314,0,,.33333334,.0053908355,.5
67567,.14814815,.037037037,.037037037,0,23,0,,0,0,
67568,,,,,,,,,,0
67570,.28260869,,,,,,,,.043478262,1
67572,.090909094,,,,,,,,.090909094,0
67573,0,,,,,,,,0,
67574,.06666667,,,,,,,,.06666667,0
67575,.090909094,.045454547,0,0,143,,,0,0,
67576,.11011904,.023809524,.0059523811,0,173.25,0,,.125,.0089285718,.33333334
67578,.30434781,.043478262,.043478262,0,529.75,.5,,.5,.021739131,0
67579,.14133333,.021333333,.0026666666,0,226.5625,0,,.125,.013333334,.1
67581,.2,,,,,,,,0,
67583,.029411765,,,,,,,,.01764706,0
67584,0,,,,,,,,0,
67601,.16303329,.037623066,.0057430849,.0041022035,235.91434,.26530612,.2,.23364486,.016291607,.15827338
67621,.055555556,,,,,,,,.22222222,0
67622,.25,,,,,,,,.16666667,0
67623,.035714287,,,,,,,,0,
67625,.33333334,,,,,,,,0,
67626,.14285715,.028571429,0,0,378,,,0,.028571429,1
67627,0,,,,,,,,0,
67629,0,,,,,,,,0,
67631,.20689656,.034482758,0,0,256,,,1,0,
67632,0,,,,,,,,0,
67634,.26249999,.037500001,0,0,26,,,0,.0125,1
67635,0,,,,,,,,0,
67637,.15384616,.05882353,.0045248871,.0045248871,242.38461,0,0,.30769232,.018099548,0
67638,.043478262,.021739131,.021739131,0,86,0,,0,0,
67639,0,,,,,,,,.1,0
67640,.24637681,.028985508,0,0,195,,,.5,.014492754,0
67642,.14485981,.021028038,.0070093456,.004672897,241.33333,0,0,0,.011682243,0
67643,0,,,,,,,,0,
67644,.13178295,.015503876,.007751938,0,117.5,1,,.5,.015503876,0
67645,.043478262,,,,,,,,0,
67646,.33333334,.16666667,0,0,43,,,0,0,
67647,.25,,,,,,,,0,
67648,.22033899,,,,,,,,.033898305,0
67649,0,,,,,,,,0,
67650,.037037037,,,,,,,,0,
67651,.05882353,,,,,,,,0,
67653,0,,,,,,,,0,
67654,.15207373,.01843318,.0046082949,0,314,0,,.5,.02764977,0
67656,.30612245,.12244898,.040816326,0,116.83334,.5,,.5,.040816326,.5
67657,0,,,,,,,,0,
67658,0,,,,,,,,.16666667,0
67659,0,,,,,,,,0,
67661,.12863071,.029045643,.0082987556,0,426.28571,0,,.14285715,.012448133,0
67663,.27621484,.0051150895,0,0,183,,,.5,.017902814,.2857143
67665,.15422885,.014925373,.0049751243,0,267,0,,.33333334,.0074626864,.66666669
67669,.14529915,.008547009,0,0,256,,,0,.008547009,0
67671,.094444446,.022222223,.011111111,0,201.5,0,,0,.011111111,1
67672,.1632653,.14693877,.0040816325,0,162.44444,0,,.27777779,.024489796,.16666667
67673,0,,,,,,,,0,
67701,.13451512,.057351407,.006256517,.035453599,284.43637,0,.20588236,.18181819,.018769551,.16666667
67730,.047619049,.035714287,.011904762,0,270.66666,0,,0,0,
67731,.071428575,.071428575,.071428575,0,149,0,,0,.035714287,0
67732,.17021276,.063829787,.04255319,0,187.66667,.5,,.66666669,0,
67733,.075000003,,,,,,,,.025,0
67734,.2,,,,,,,,0,
67735,.14696814,.024665982,.0020554985,0,254.5,0,,.125,.010277492,.2
67736,.071428575,,,,,,,,0,
67737,.14285715,.057142857,.028571429,0,119.25,0,,.5,0,
67738,.21259843,.0078740157,0,0,250,,,0,.015748031,.5
67739,.14285715,,,,,,,,0,
67740,.19047619,.011904762,.011904762,0,86,0,,0,.05952381,.2
67741,.073394492,.0091743115,.0091743115,0,176,0,,0,0,
67743,.23999999,.079999998,0,0,157,,,.5,.039999999,1
67744,0,,,,,,,,0,
67745,0,,,,,,,,0,
67747,0,,,,,,,,0,
67748,.11578947,.021052632,0,.0052631581,314.25,,0,0,.0052631581,0
67749,.55932206,.016949153,0,.0042372881,230.25,,0,0,0,
67751,0,.041666668,0,0,143,,,0,0,
67752,.12727273,.018181818,0,.018181818,300,,0,0,0,
67753,.38461539,,,,,,,,0,
67756,.36434108,.31782946,.007751938,0,10.780488,0,,.63414633,.046511628,.33333334
67757,.079999998,.039999999,.02,0,130,0,,0,.02,0
67758,.095238097,,,,,,,,.047619049,0
67761,.1,,,,,,,,0,
67762,.125,,,,,,,,0,
67764,.030303031,,,,,,,,.030303031,0
67801,.16891377,.033070464,.0048333756,.0043245992,297.1077,0,.17647059,.18461539,.015772069,.24193548
67831,.49171272,.0073664826,.0018416207,0,428.75,1,,.75,.012891345,.14285715
67834,.049586777,,,,,,,,.0082644625,1
67835,.16216215,.023166023,0,0,164.5,,,.33333334,0,
67837,.041666668,,,,,,,,.083333336,0
67838,.05882353,,,,,,,,.05882353,0
67839,.10112359,.067415729,.033707865,0,122.5,0,,0,.056179777,0
67840,.18181819,,,,,,,,0,
67841,0,,,,,,,,0,
67842,0,,,,,,,,0,
67844,.037500001,.0062500001,.0062500001,0,149,0,,0,0,
67846,.15982364,.025626894,.0024800221,.0049600443,248.43478,.22222222,.27777779,.22580644,.014604574,.24528302
67849,.125,,,,,,,,0,
67850,.071428575,,,,,,,,0,
67851,.22105263,.010526316,.010526316,0,330,1,,1,.042105265,0
67853,.18478261,.032608695,.021739131,0,113.66666,0,,0,0,
67854,.08791209,,,,,,,,.010989011,1
67855,.17449665,.013422819,.0067114094,0,144.5,0,,0,.020134227,.33333334
67857,.2857143,,,,,,,,0,
67859,.18421052,,,,,,,,0,
67860,.1509434,,,,,,,,.075471699,0
67861,.112,.016000001,0,0,805,,,.5,.0080000004,0
67862,.11363637,,,,,,,,.045454547,0
67863,.090909094,,,,,,,,0,
67864,.19642857,.023809524,0,.0059523811,194.5,,0,.5,.077380955,.23076923
67865,.003773585,,,,,,,,.003773585,0
67867,.20689656,.034482758,0,0,385,,,0,.068965517,0
67868,0,,,,,,,,0,
67869,.09375,.010416667,0,0,250,,,0,.010416667,1
67870,.096385539,,,,,,,,0,
67871,.25345623,.0046082949,0,0,370,,,0,.023041476,.2
67876,.086956523,.021739131,.021739131,0,30,0,,0,0,
67877,.12276786,.017857144,.002232143,0,138.25,1,,.5,.0089285718,0
67878,.15748031,,,,,,,,.015748031,0
67879,.042105265,,,,,,,,0,
67880,.13932981,.021164021,.0035273368,0,248.16667,0,,.16666667,.014109347,.25
67882,.42105263,,,,,,,,.052631579,1
67901,.13992143,.027500756,.0054397099,.0018132366,253.92778,.3888889,.16666667,.27472529,.01783016,.11864407
67950,.12903225,,,,,,,,0,
67951,.11940298,.029850746,.0074626864,.014925373,267.75,0,0,0,.052238807,.2857143
67952,.055555556,,,,,,,,.027777778,0
67953,0,,,,,,,,0,
67954,.2,,,,,,,,0,
68002,.17757009,.03271028,.023364486,0,104.71429,.40000001,,.42857143,.018691588,0
68003,.23696682,.043601897,.0094786733,0,149.67392,.40000001,,.45652175,.04170616,.43181819
68004,.090909094,,,,,,,,.045454547,0
68005,.18959402,.036657471,.0063066613,.0015766653,249.99033,.0625,.75,.20430107,.019314151,.32653061
68007,.17777778,.021399178,.005761317,.00082304527,233.34616,.2857143,0,.26923078,.013168724,.125
68008,.20773931,.040733196,.0071283095,.00101833,210.825,.2857143,0,.32499999,.021384928,.42857143
68010,.18095239,.0095238099,.0095238099,0,60,0,,0,.01904762,0
68014,0,,,,,,,,0,
68015,.38095239,.095238097,0,0,22,,,.5,.047619049,1
68017,.2361111,.097222224,.055555556,0,67.571426,0,,.2857143,.027777778,0
