zipcode,prophappy,propfood,prophealthyfood,propfastfood,calories,senthealthy,sentfastfood,sentfood,propexercise,sentex
68018,.068965517,,,,,,,,.10344828,0
68019,.33333334,.33333334,0,0,486,,,0,0,
68020,.21212122,.030303031,0,0,101,,,0,.030303031,0
68022,.22868881,.039370079,.0082163643,.0020540911,163.35841,.125,.16666667,.36521739,.023622047,.27536231
68023,.17721519,.042194095,.0042194091,.0042194091,179.3,1,0,.30000001,.012658228,.33333334
68025,.23920757,.056475457,.0070963926,.0011827321,155.71466,.25,.25,.25130889,.036073331,.35245901
68028,.22549909,.17196007,.014972777,.0013611615,56.649078,.24242425,0,.17150396,.019509982,.25581396
68029,.18181819,.06818182,.022727273,0,459,0,,.33333334,0,
68030,.2857143,,,,,,,,0,
68031,.23913044,.086956523,.010869565,0,95.75,0,,.25,.032608695,.33333334
68033,.1,,,,,,,,0,
68034,.15714286,,,,,,,,.014285714,1
68036,.38461539,.07692308,.07692308,0,17,0,,0,0,
68037,.29166666,.090277776,.020833334,0,78.615387,.5,,.42307693,.034722224,.30000001
68038,.19047619,.071428575,.023809524,0,377.33334,0,,.33333334,.071428575,0
68039,.10017575,.014938489,.0017574693,.00087873463,226.41176,0,0,.17647059,.0052724076,.16666667
68040,.16666667,,,,,,,,0,
68041,.15000001,.075000003,0,0,270,,,.33333334,0,
68044,.25,,,,,,,,0,
68045,.19047619,.065476194,.011904762,0,211.09091,1,,.27272728,.053571429,.11111111
68046,.22667742,.048559338,.0062462222,.0052387668,263.62033,.22580644,.34615386,.25311205,.02317147,.31304348
68047,.17647059,.013071896,.0065359478,0,96,0,,0,.065359481,0
68048,.21520238,.027640671,.0069101676,.0019743338,200.96428,.14285715,.5,.35714287,.012833169,.23076923
68050,.25,,,,,,,,0,
68055,.095238097,,,,,,,,0,
68057,.17391305,,,,,,,,0,
68059,.30113637,.065340906,.0085227275,0,203.91304,0,,.17391305,.011363637,.5
68061,.1573604,.02538071,.002538071,0,169.60001,0,,.5,.012690355,.2
68062,.5,,,,,,,,0,
68064,.27203065,.057471264,.011494253,.0038314175,220.26666,.33333334,.5,.2,.0095785437,0
68065,.25714287,.028571429,0,0,43,,,0,.057142857,0
68066,.26570916,.030520646,.0071813287,.0035906644,201,0,0,.41176471,.028725315,.375
68067,.14285715,.01904762,0,.0095238099,171.5,,1,1,.028571429,0
68069,.20464136,.042194095,.016877636,0,204.75,.125,,.2,.014767933,.2857143
68070,.25,,,,,,,,0,
68071,.10398614,.026863085,.0025996533,0,292.20969,0,,.19354838,.010398613,.16666667
68073,.26027396,.02739726,.006849315,0,177.5,0,,0,.006849315,0
68102,.22880055,.087783657,.0098106125,.0027299095,199.33508,.40000001,.0625,.30709428,.018768128,.27727273
68104,.1504254,.056608055,.0053318208,.0019285309,191.3235,.25531915,.05882353,.24448898,.008508225,.17333333
68105,.15882739,.02997156,.0076569677,.0015313936,248.61314,.17142858,.14285715,.26277372,.011376066,.21153846
68106,.17058133,.051086318,.0089058522,.0048933257,247.98288,.21978022,.079999998,.23563218,.010961049,.2767857
68107,.17737263,.023002215,.0023854149,.0018742546,246.47408,.2857143,.18181819,.26666668,.010393593,.14754099
68108,.17630662,.036933798,.0041811848,.0010452962,247.18867,.33333334,.33333334,.24528302,.012543554,.25
68110,.093527615,.016265674,.0037275499,.00067773636,199.625,.36363637,.5,.14583333,.0094883088,.14285715
68111,.12045934,.0297633,.0049214903,.0032809938,200.51968,.2857143,0,.25984251,.0065619876,.14285715
68112,.14941634,.041245136,.018677043,.0046692607,185.49057,0,.5,.094339624,.015564202,.15000001
68113,.16906475,.021582734,.0035971224,0,212,0,,.16666667,.028776979,.25
68114,.1811085,.075722091,.011709602,.0082747852,292.95673,.23999999,.20754717,.2556701,.01420765,.21978022
68116,.1683265,.03846905,.0050771334,.0091778953,272.55838,.15384616,.23404256,.20304568,.015621949,.2
68117,.095386535,.045511223,.0012468828,.0024937657,358.18494,.5,.25,.1369863,.0099750627,.25
68118,.22904484,.073099412,.0063352827,.0034113061,190.36,.23076923,0,.23333333,.019005848,.2820513
68122,.11099899,.019172553,.0030272452,.00050454086,229.93684,0,0,.15789473,.013622603,.18518518
68123,.18774265,.041597337,.0083194673,.0088740988,287.81207,.26666668,.15625,.22666667,.016916251,.26229507
68124,.17912123,.036722258,.018922387,.00080179604,179.88597,.23728813,.40000001,.25764191,.010744067,.28358209
68127,.16525184,.037691001,.0049801925,.00090548955,254.12576,.31818181,.125,.24624625,.012224109,.23148148
68128,.19016607,.046890263,.00618691,.0029306414,210.29578,.2631579,.11111111,.28472221,.010745686,.30303031
68130,.24012738,.089384288,.0076433122,.0053078556,175.96666,.41666666,.28,.25415677,.023354564,.19090909
68131,.23717596,.08880309,.0068027209,.0023901453,166.13603,.32432431,.30769232,.28778467,.018201875,.36363637
68132,.20262036,.11608775,.016453382,.047227301,264.16928,.18518518,.032258064,.167979,.016453382,.24074075
68133,.17461264,.075089395,.012514899,.021454113,207.46031,.38095239,.22222222,.23809524,.019666269,.18181819
68134,.15283191,.028548498,.0032102729,.0026370098,253.62903,.32142857,.13043478,.20481928,.012038523,.32380953
68135,.19749881,.034686174,.0061349692,.0018876828,211.28232,.15384616,0,.25850341,.012033978,.33333334
68136,.19480519,.021456804,.0022586109,.0022586109,218.1579,.25,.25,.21052632,.021456804,.23684211
68137,.17899562,.053552825,.0060429256,.0091685764,266.42023,.24137931,.20454545,.30350193,.016878515,.33333334
68138,.22897938,.080380753,.0074034901,.0010576415,117.94408,.21428572,0,.54605263,.022210471,.26190478
68142,.16600791,.013833992,0,0,229.71428,,,0,.017786561,.44444445
68144,.22687891,.0741487,.011082007,.0074551683,207.84016,.30909091,.21621622,.25,.025790852,.3515625
68147,.159375,.020833334,0,0,170.83501,,,.40000001,.017708333,.29411766
68152,.16120906,.04534005,.0050377832,.0025188916,297.66666,0,0,.27777779,.01511335,.5
68154,.19275597,.038192578,.0073516229,.0051999283,259.62488,.2682927,.13793103,.25821596,.031378876,.22857143
68157,.15924276,.011135858,.0022271716,.0011135858,202.3,0,0,.1,.0077951001,0
68164,.16251698,.054625019,.0051305266,.003923344,192.71408,.23529412,.11538462,.1878453,.017051456,.14159292
68182,.17727272,.016233766,.0032467532,.0012987013,209.12,.2,0,.23999999,.015584416,.33333334
68198,.19685039,.023622047,.015748031,0,243,.5,,.33333334,0,
68301,.10344828,.086206898,.043103449,0,172.60001,.2,,.1,.05172414,0
68303,0,,,,,,,,.2,0
68304,0,,,,,,,,0,
68305,.23783784,.0054054055,0,0,250,,,0,.016216217,.66666669
68307,.06666667,.06666667,0,0,364,,,0,.13333334,0
68310,.19978632,.028846154,.0021367522,.0010683761,306.57693,0,1,.22222222,.014957265,.2857143
68313,.18181819,.07272727,.036363635,0,228,0,,0,0,
68314,.29166666,.041666668,0,.041666668,342,,1,1,0,
68315,0,.125,.125,0,149,0,,0,0,
68316,.125,,,,,,,,0,
68317,.098360658,.032786883,0,0,166.5,,,0,.032786883,0
68318,.045454547,,,,,,,,0,
68319,.2857143,,,,,,,,0,
68320,0,.33333334,.33333334,0,89,0,,0,0,
68321,.10344828,.034482758,0,0,250,,,0,0,
68322,.42857143,,,,,,,,0,
68323,.090909094,,,,,,,,0,
68324,0,,,,,,,,0,
68325,0,,,,,,,,.14285715,0
68326,.23076923,,,,,,,,0,
68327,.12903225,.032258064,0,0,231,,,1,0,
68328,.5,,,,,,,,0,
68329,0,,,,,,,,0,
68330,1,,,,,,,,0,
68331,.13043478,.072463766,0,0,221.8,,,.40000001,0,
68332,0,.66666669,0,0,101,,,0,0,
68333,.216885,.036390103,.0072780205,.0014556041,253.16,0,0,.079999998,.013100437,.22222222
68335,0,,,,,,,,0,
68336,.25,,,,,,,,0,
68337,.16666667,.055555556,0,0,265,,,1,0,
68338,.07692308,,,,,,,,.07692308,1
68339,.2631579,.031578947,.010526316,0,203.66667,0,,0,0,
68340,.3018868,.03773585,0,0,26,,,0,.018867925,0
68341,.19565217,,,,,,,,.065217391,0
68342,.16666667,,,,,,,,0,
68343,.2,,,,,,,,0,
68344,0,,,,,,,,.5,0
68345,0,,,,,,,,0,
68346,.10714286,,,,,,,,.035714287,1
68347,.27083334,.03125,.010416667,.010416667,298.33334,1,0,.33333334,.072916664,.42857143
68348,.07692308,,,,,,,,.03846154,0
68349,.25,.0625,0,0,55,,,.33333334,.020833334,0
68350,.071428575,,,,,,,,.14285715,0
68351,.22222222,,,,,,,,0,
68352,.14084508,.033802819,.014084507,.0028169013,249.75,.2,0,.16666667,.025352113,.11111111
68354,.16666667,.055555556,.055555556,0,446,0,,0,0,
68355,.16927083,.03125,.0052083335,.0052083335,257.75,0,1,.41666666,.013020833,.40000001
68357,.33333334,,,,,,,,0,
68358,.29906541,.037383176,.0093457941,0,256.75,0,,0,.028037382,.66666669
68359,.13461539,.01923077,0,0,85,,,1,.01923077,0
68360,.19354838,,,,,,,,0,
68361,.20353982,.026548672,.017699115,0,124.33334,.5,,.66666669,.0088495575,0
68362,.090909094,,,,,,,,0,
68365,.5,,,,,,,,0,
68366,.17857143,.025,0,.0071428572,260.5,,0,.14285715,.017857144,.40000001
68367,.75,,,,,,,,0,
68368,.4107143,.017857144,0,0,546,,,1,0,
68370,.30357143,.0089285718,0,0,153,,,0,.0089285718,0
68371,.2739726,.02739726,.01369863,0,147.25,1,,.5,.02739726,0
68372,.47039473,.046052631,.013157895,0,228,.58333331,,.45238096,.013157895,.16666667
68375,0,,,,,,,,0,
68376,.12903225,,,,,,,,.064516127,0
68377,.14814815,,,,,,,,0,
68378,.13043478,,,,,,,,.086956523,0
68379,0,,,,,,,,0,
68380,0,,,,,,,,0,
68381,0,,,,,,,,0,
68401,.27272728,.015151516,0,0,58,,,0,0,
68402,.21518987,.050632913,0,0,168.125,,,0,0,
68404,.35507247,.35507247,.31159419,0,73.714287,.39534885,,.34693879,.014492754,.5
68405,.18000001,.053333335,.0066666668,.0066666668,338,0,0,.125,.02,.66666669
68406,.60000002,,,,,,,,0,
68407,.20512821,.1025641,0,0,263.875,,,.25,.025641026,1
68409,.22222222,.074074075,.074074075,0,1164,1,,1,.074074075,0
68410,.26486486,.07702703,.025675675,.0081081083,233.69298,.31578946,.16666667,.29824561,.033783782,.28
68413,.27272728,,,,,,,,0,
68414,.19565217,.086956523,.043478262,0,115.5,.5,,.5,0,
68415,.2,,,,,,,,0,
68416,0,,,,,,,,0,
68417,.33333334,,,,,,,,0,
68418,.20689656,.068965517,0,0,85,,,.5,.068965517,0
68420,.15909091,,,,,,,,0,
68421,.16616315,.021148037,.0060422961,.003021148,135,0,0,.14285715,.003021148,1
68422,.22222222,,,,,,,,.055555556,0
68423,.19298245,.01754386,.01754386,0,86,0,,0,0,
68424,.10182767,.015665796,0,.0026109661,333,,0,.16666667,0,
68428,.21897811,.065693431,.01459854,0,127.83334,0,,.33333334,.05109489,.71428573
68429,0,,,,,,,,0,
68430,.27586207,.12068965,.017241379,0,48.642857,0,,.14285715,.017241379,.5
68431,0,,,,,,,,0,
68433,.2,,,,,,,,0,
68434,.23365487,.03215434,.0053590569,.0021436226,196.66667,.2,.5,.26666668,.020364417,.10526316
68436,.14285715,.071428575,.071428575,0,86,0,,0,0,
68437,.11111111,.11111111,0,0,322,,,0,0,
68439,0,,,,,,,,0,
68440,0,,,,,,,,.1,0
68441,.48571429,,,,,,,,0,
68442,0,,,,,,,,0,
68443,.06329114,.025316456,.025316456,0,96,.5,,.5,.050632913,0
68444,.16666667,,,,,,,,0,
68445,0,,,,,,,,0,
68446,.17948718,.03846154,.012820513,0,162.66667,0,,.33333334,0,
68447,.16666667,,,,,,,,0,
68448,0,,,,,,,,0,
68450,.10204082,,,,,,,,.020408163,0
68453,0,,,,,,,,0,
68454,.2,,,,,,,,.050000001,1
68455,.36842105,.02631579,.02631579,0,86,0,,0,.02631579,1
68456,.14285715,,,,,,,,.071428575,0
68457,.5,,,,,,,,0,
68458,0,,,,,,,,0,
68460,.17021276,.021276595,0,0,223.5,,,0,.14893617,.2857143
68461,.27906978,.046511628,.023255814,0,145,0,,0,.046511628,.5
68462,.37046006,.021791767,0,.0024213076,410.66666,,0,.44444445,.02905569,.25
68463,.140625,.03125,.015625,0,180,0,,0,0,
68464,.33333334,,,,,,,,0,
68465,.034722224,,,,,,,,.0069444445,.5
68466,.18103448,.0086206896,.0086206896,0,578,1,,1,0,
68467,.24027073,.044839256,.0084602367,.0093062604,261.68869,.30000001,.090909094,.26415095,.017766498,.33333334
68502,.12673818,.027810887,.0061581247,.00059594755,234.675,.12903225,0,.22857143,.011720302,.40677965
68503,.19186735,.063560992,.0059218318,.018160284,232.625,.40000001,.13043478,.22360249,.015001974,.34210527
68504,.19394512,.057710502,.0075685903,.0028382214,303.28845,.25,.11111111,.34972677,.013245033,.16666667
68505,.2182426,.076886341,.011938873,.013371537,270.07501,.2,.21428572,.32919255,.0090735434,.2631579
68506,.20596062,.069185734,.0090473657,.002128792,194.01744,.29411766,.5,.23076923,.021021821,.2278481
68507,.18651067,.044735029,.0061940812,.0020646937,188.92308,.11111111,.33333334,.24615385,.024776325,.52777779
68508,.24477057,.080549836,.0084999008,.0064413305,206.39537,.3046875,.11340206,.29018962,.012882661,.31443298
68510,.2388974,.034346972,.0056880331,.0032815577,244.31731,.34615386,.13333334,.29936305,.012032378,.18181819
68512,.23493235,.066420667,.0073800739,.012300123,291.77316,.33333334,.1,.25925925,.036285363,.22033899
68514,.17647059,.05882353,0,0,256,,,0,0,
68516,.23158939,.0962063,.015869081,.0094222659,184.98325,.21875,.2631579,.29896906,.026283164,.20754717
68517,.25862068,.05172414,.034482758,0,214.5,.75,,.83333331,.02586207,.33333334
68520,.29032257,.012903226,0,0,357.5,,,0,.064516127,.40000001
68521,.11191499,.027583089,.0047479086,.0015826363,218.68594,.11904762,.14285715,.15163934,.0068957722,.22950819
68522,.18518518,.10025543,.0057471264,0,160.37898,0,,.31847134,.012771392,.1
68523,.17142858,.042857144,0,0,234.33333,,,.33333334,.014285714,0
68524,.14487633,.029446408,.010600707,0,293.72,.44444445,,.2,.015312131,.15384616
68526,.32038835,.10436893,.026699029,.055825241,329.65115,0,.17391305,.13953489,.072815537,.33333334
68527,.22535211,.028169014,0,0,480.5,,,.5,.028169014,.5
68528,.18055555,.032407407,.0057870368,.0046296297,249.98215,.2,0,.21428572,.024305556,.23809524
68531,.16748768,.076354682,.01231527,0,283.03226,0,,.16129032,.014778325,.33333334
68532,0,,,,,,,,0,
68583,.23754789,.049808428,.011494253,.0038314175,294.53845,0,0,.30769232,.022988506,.33333334
68588,.1648137,.013070913,.001953125,.0013521635,241.20689,.15384616,.22222222,.20689656,.021935096,.2260274
68601,.15120712,.027530707,.0055061416,.0021177467,186.3125,.07692308,0,.13846155,.016518425,.07692308
68620,.26618704,.021582734,0,0,78.666664,,,.33333334,.0071942448,0
68621,.18181819,,,,,,,,0,
68622,.30769232,,,,,,,,0,
68623,0,,,,,,,,0,
68624,.15384616,.07692308,0,0,18,,,0,0,
68626,.20833333,.041666668,0,0,285,,,0,.041666668,0
68627,.25,,,,,,,,0,
68628,.44,,,,,,,,0,
68629,.44444445,,,,,,,,0,
68631,0,,,,,,,,0,
68632,.14159292,.030973451,.013274336,0,249.71428,0,,.2857143,.0044247787,0
68633,.33333334,,,,,,,,0,
68635,.36363637,,,,,,,,0,
68636,.15000001,.050000001,.050000001,0,86,0,,0,.050000001,0
68637,.44444445,,,,,,,,0,
68638,.20512821,.025641026,.025641026,0,204,0,,0,.051282052,0
68640,.40000001,.028571429,.028571429,0,86,0,,0,.028571429,1
68641,.5,,,,,,,,0,
68642,.14942528,,,,,,,,.022988506,0
68643,.05882353,,,,,,,,0,
68644,.52631581,,,,,,,,0,
68647,.30769232,.07692308,0,0,423,,,1,0,
68648,.2,.2,.1,0,123.5,0,,0,.1,0
68649,.12222222,.022222223,.011111111,0,96,0,,0,0,
68651,0,.043478262,.043478262,0,446,0,,0,.043478262,0
68652,.40000001,,,,,,,,0,
68653,.27777779,,,,,,,,0,
68654,.3125,.125,.0625,0,145.5,1,,.5,0,
68655,.40000001,.2,0,0,43,,,0,0,
68658,.090909094,,,,,,,,0,
68659,.33333334,.33333334,0,0,61,,,1,.33333334,0
68660,.29411766,,,,,,,,0,
68661,.12103746,.017291067,.0028818443,0,284.5,0,,0,.017291067,.33333334
68662,.09375,,,,,,,,.0625,.5
68663,.06666667,.06666667,.06666667,0,25,0,,0,0,
68665,.17142858,.028571429,0,0,1,,,1,0,
68666,.21428572,.010204081,0,0,208.5,,,1,.030612245,.66666669
68667,.25,.25,0,0,193,,,0,0,
68669,.125,,,,,,,,0,
68701,.1388143,.024375129,.0024788268,.0024788268,322.47458,.16666667,.25,.16101696,.0064036357,.29032257
68710,.13333334,.033333335,0,0,194,,,0,0,
68711,0,,,,,,,,0,
68713,.24242425,,,,,,,,0,
68714,.16666667,.041666668,0,0,397,,,1,.083333336,0
68715,.1212938,.0026954177,0,0,43,,,0,.0026954177,0
68716,.175,.025,.0125,0,92.5,1,,.5,0,
68717,0,,,,,,,,0,
68718,.13725491,.029411765,0,.0098039219,199.66667,,1,.66666669,.019607844,.5
68719,.090909094,,,,,,,,0,
68720,0,,,,,,,,0,
68722,0,,,,,,,,0,
68723,.086956523,,,,,,,,.47826087,.090909094
68724,0,,,,,,,,0,
68725,.07692308,,,,,,,,.03846154,0
68726,.14583333,.0625,0,0,221,,,.33333334,0,
68727,.24107143,,,,,,,,0,
68728,0,,,,,,,,0,
68729,.16770187,.19254659,0,.0031055901,144.19354,,0,.32258064,.01242236,0
68730,.19480519,.025974026,.012987013,0,270,0,,0,.038961038,.66666669
68731,.1146789,.013761468,.0022935779,0,139.5,0,,.16666667,.018348623,.125
68732,.33333334,,,,,,,,.16666667,0
68733,.16216215,.013513514,0,0,244,,,1,0,
68734,.125,,,,,,,,0,
68735,.20999999,.029999999,0,0,104.33334,,,0,.0099999998,1
68736,.28,.039999999,0,0,1,,,0,0,
68739,.34579438,.018691588,.018691588,0,55.5,0,,0,0,
68740,.043583535,,,,,,,,0,
68741,.09375,,,,,,,,.0625,0
68742,0,,,,,,,,0,
68743,.10204082,,,,,,,,.020408163,0
68745,.14035088,.03508772,0,0,149,,,.5,.01754386,0
68746,.13333334,,,,,,,,0,
68747,0,,,,,,,,0,
68748,.11284047,.015564202,0,0,365.75,,,0,.0077821012,0
68751,0,,,,,,,,0,
68752,.18032786,,,,,,,,0,
68753,.2857143,,,,,,,,.2857143,0
68755,.16666667,,,,,,,,.16666667,0
68756,.12244898,,,,,,,,0,
68757,.25925925,.09259259,.018518519,0,236.60001,0,,0,0,
68758,.25842696,.078651689,.02247191,0,285.64285,.5,,.2857143,.067415729,.5
68759,.055555556,,,,,,,,0,
68760,.29807693,.028846154,0,0,483.66666,,,.66666669,.01923077,0
68761,0,,,,,,,,0,
68763,.18181819,.011363637,0,.0037878789,294.33334,,0,0,.022727273,0
68764,.14285715,,,,,,,,0,
68765,.29142857,,,,,,,,.011428571,.5
68766,.25,,,,,,,,0,
68767,.28358209,.014925373,.0099502485,0,163,0,,0,.044776119,.22222222
68768,.10769231,,,,,,,,0,
68769,.19435737,.012539185,.0031347962,0,238.75,0,,.25,.0094043883,.33333334
68770,.23,.0099999998,0,0,256,,,0,.039999999,.5
68771,.16336633,.014851485,.004950495,0,302,1,,.66666669,.01980198,.25
68773,.23529412,,,,,,,,0,
68774,0,,,,,,,,0,
68776,.12369975,.03345516,.003935901,.0014056789,258.82773,.5714286,.2,.26050422,.012369975,.18181819
68777,.54411763,.43382353,.14705883,0,413.7966,.5,,.52542371,.05882353,.625
68778,.11764706,,,,,,,,0,
68779,.19733334,.0080000004,.0026666666,0,292,0,,0,.034666665,0
68780,.18518518,.037037037,0,0,295,,,0,0,
68781,.11842106,.013157895,0,0,256,,,0,.013157895,0
68783,.05882353,,,,,,,,.05882353,0
68784,.11067194,.023715414,.0039525693,0,362.33334,0,,.33333334,.011857707,.33333334
68785,.1,,,,,,,,0,
68786,.18000001,,,,,,,,0,
68787,.17130977,.025779625,.0029106028,.0016632017,274.37097,.2857143,.25,.19354838,.018711019,.15555556
68788,.26771653,.031496063,0,.0078740157,299.25,,0,.5,.015748031,.5
68789,.5,,,,,,,,0,
68790,.085714288,,,,,,,,0,
68791,.15517241,.0057471264,0,.0057471264,300,,0,0,.0057471264,1
68792,.30434781,,,,,,,,0,
68801,.23208334,.030833334,.0045833332,.00041666668,294.33783,.36363637,0,.24324325,.020416666,.2857143
68803,.20930232,.1067869,.0085429521,.054105364,243.16444,.16666667,.052631579,.16888888,.018509729,.25641027
68810,.41666666,,,,,,,,0,
68812,.25,,,,,,,,0,
68813,0,,,,,,,,0,
68814,.68333334,.013888889,0,0,203.39999,,,.60000002,.016666668,.66666669
68815,0,,,,,,,,.25,0
68817,.24137931,,,,,,,,.068965517,.5
68818,.21105528,.030150754,.010050251,0,147.75,0,,.41666666,.027638191,.54545456
68820,0,,,,,,,,0,
68821,.2,.1,.025,0,159.75,0,,.5,0,
68822,.15503876,.1007752,.023255814,0,88.692307,.33333334,,.38461539,.007751938,0
68823,.22950819,.032786883,0,0,289.5,,,0,.049180329,0
68824,.12765957,.021276595,0,0,48,,,0,0,
68825,.20512821,,,,,,,,0,
68826,.16853933,.011235955,.0056179776,.0056179776,252,1,0,.5,.02247191,.25
68827,.27272728,.045454547,0,0,383,,,0,.045454547,0
68828,.2,.2,0,0,43,,,1,.2,1
68831,.11764706,,,,,,,,.05882353,0
68832,.24786325,.034188036,.008547009,0,178.5,1,,.75,.068376072,.625
68833,0,,,,,,,,0,
68834,0,,,,,,,,0,
68835,.090909094,,,,,,,,0,
68836,.23966943,.05785124,.0082644625,0,99.64286,0,,.2857143,.0082644625,0
68837,0,,,,,,,,.1875,0
68838,0,,,,,,,,.25,0
68840,.16180371,.023872679,.00795756,0,283.33334,0,,.22222222,.0026525198,0
68841,.16129032,.064516127,.032258064,.010752688,180.66667,0,0,0,.096774191,0
68842,.15789473,,,,,,,,0,
68843,.22058824,,,,,,,,.014705882,0
68844,0,,,,,,,,0,
68845,.31185186,.043703705,.002962963,.0037037036,186.55084,.25,.1,.43220338,.017777778,.29166666
68846,.14285715,,,,,,,,0,
68847,.28073573,.067763798,.01839303,.0014520814,280.70715,.28947368,0,.42142856,.010164569,.2857143
68849,.20404041,.028956229,.0033670033,.0047138049,214.30232,0,0,.1627907,.013468013,.30000001
68850,.17538461,.039999999,.012307692,.0015384615,222.21153,0,0,.11538462,.0092307692,0
68852,.17857143,.035714287,0,0,825,,,0,0,
68853,.052631579,,,,,,,,.10526316,0
68854,.10344828,,,,,,,,0,
68855,0,,,,,,,,.66666669,0
68856,.22727273,,,,,,,,0,
68858,.11111111,,,,,,,,0,
68859,.75,,,,,,,,0,
68860,.44444445,.055555556,0,0,256,,,0,0,
68861,0,,,,,,,,0,
68862,.24675325,.071428575,.019480519,0,274.36365,0,,.27272728,.0064935065,0
68863,.15384616,.07692308,.051282052,0,133,.5,,.33333334,0,
68864,.034482758,.017241379,.017241379,0,15,0,,0,0,
68865,.13333334,.06666667,.06666667,0,86,0,,0,0,
68866,.21052632,,,,,,,,0,
68869,.3125,,,,,,,,.15625,.2
68870,.16666667,,,,,,,,.33333334,0
68871,0,,,,,,,,0,
68872,.096774191,.25806451,.032258064,0,193.75,0,,.125,.064516127,.5
68873,.24193548,.048387095,.016129032,0,104.66666,0,,0,.048387095,.33333334
68874,.125,.125,0,0,194.5,,,.5,.0625,0
68875,0,,,,,,,,0,
68876,.15217391,.043478262,0,0,608.5,,,0,.043478262,0
68878,.10526316,.052631579,0,0,208.5,,,0,0,
68879,.078431375,.078431375,.05882353,0,36,0,,0,.098039217,0
68881,.078947365,.15789473,.10526316,0,132.60001,0,,0,.02631579,0
68882,.15384616,,,,,,,,.23076923,.33333334
68883,.21374045,.034351144,.015267176,0,232.05556,.25,,.33333334,.0038167939,0
68901,.28379244,.073030107,.0073670722,.00128123,88.784142,.043478262,0,.12719299,.019859064,.22580644
68920,.10714286,,,,,,,,.10714286,.66666669
